dt,x,y,position,velocity,acceleration,jerk,heading
0.020000,16.370714,15.460256,11.498302,1.228918,-0.975434,-0.025700,0.003433
0.020000,16.394901,15.460342,11.522490,1.209399,-0.975939,-0.025256,0.003689
0.020000,16.418699,15.460433,11.546288,1.189870,-0.976435,-0.024814,0.003937
0.020000,16.442105,15.460528,11.569694,1.170332,-0.976940,-0.025235,0.004177
0.020000,16.465121,15.460627,11.592710,1.150783,-0.977405,-0.023260,0.004410
0.020000,16.487745,15.460729,11.615334,1.131226,-0.977881,-0.023805,0.004635
0.020000,16.509978,15.460835,11.637568,1.111659,-0.978356,-0.023744,0.004854
0.020000,16.531819,15.460943,11.659409,1.092083,-0.978801,-0.022255,0.005065
0.020000,16.553269,15.461054,11.680859,1.072498,-0.979258,-0.022826,0.005269
0.020000,16.574327,15.461167,11.701917,1.052904,-0.979699,-0.022080,0.005467
0.020000,16.594992,15.461282,11.722583,1.033301,-0.980125,-0.021271,0.005658
0.020000,16.615266,15.461398,11.742857,1.013690,-0.980552,-0.021344,0.005843
0.020000,16.635147,15.461516,11.762739,0.994071,-0.980972,-0.021033,0.006022
0.020000,16.654635,15.461635,11.782227,0.974443,-0.981379,-0.020347,0.006194
0.020000,16.673731,15.461755,11.801324,0.954807,-0.981776,-0.019834,0.006361
0.020000,16.692434,15.461876,11.820027,0.935164,-0.982168,-0.019583,0.006522
0.020000,16.710744,15.461997,11.838337,0.915513,-0.982554,-0.019322,0.006677
0.020000,16.728660,15.462118,11.856254,0.895854,-0.982930,-0.018809,0.006827
0.020000,16.746184,15.462238,11.873778,0.876189,-0.983293,-0.018143,0.006972
0.020000,16.763314,15.462359,11.890908,0.856516,-0.983650,-0.017842,0.007111
0.020000,16.780050,15.462479,11.907645,0.836835,-0.984007,-0.017856,0.007246
0.020000,16.796393,15.462599,11.923988,0.817148,-0.984349,-0.017097,0.007375
0.020000,16.812341,15.462717,11.939937,0.797455,-0.984677,-0.016396,0.007500
0.020000,16.827896,15.462835,11.955492,0.777755,-0.985014,-0.016836,0.007620
0.020000,16.843056,15.462951,11.970653,0.758048,-0.985324,-0.015503,0.007735
0.020000,16.857823,15.463066,11.985420,0.738336,-0.985632,-0.015433,0.007846
0.020000,16.872195,15.463180,11.999792,0.718617,-0.985947,-0.015727,0.007953
0.020000,16.886172,15.463292,12.013770,0.698892,-0.986230,-0.014129,0.008055
0.020000,16.899755,15.463402,12.027353,0.679162,-0.986517,-0.014369,0.008154
0.020000,16.912943,15.463510,12.040542,0.659426,-0.986796,-0.013935,0.008248
0.020000,16.925736,15.463616,12.053335,0.639684,-0.987066,-0.013502,0.008338
0.020000,16.938134,15.463720,12.065734,0.619938,-0.987327,-0.013071,0.008425
0.020000,16.950138,15.463822,12.077738,0.600186,-0.987580,-0.012642,0.008508
0.020000,16.961746,15.463921,12.089346,0.580430,-0.987824,-0.012213,0.008587
0.020000,16.972959,15.464018,12.100560,0.560669,-0.988060,-0.011786,0.008663
0.020000,16.983776,15.464112,12.111378,0.540903,-0.988296,-0.011828,0.008735
0.020000,16.994199,15.464203,12.121801,0.521132,-0.988511,-0.010724,0.008804
0.020000,17.004225,15.464292,12.131828,0.501358,-0.988719,-0.010417,0.008870
0.020000,17.013857,15.464377,12.141459,0.481579,-0.988938,-0.010936,0.008932
0.020000,17.023092,15.464460,12.150695,0.461797,-0.989118,-0.008997,0.008991
0.020000,17.031932,15.464540,12.159535,0.442011,-0.989321,-0.010145,0.009048
0.020000,17.040376,15.464617,12.167980,0.422221,-0.989492,-0.008563,0.009101
0.020000,17.048424,15.464690,12.176028,0.402427,-0.989664,-0.008595,0.009151
0.020000,17.056077,15.464760,12.183681,0.382631,-0.989834,-0.008486,0.009199
0.020000,17.063333,15.464827,12.190938,0.362831,-0.989989,-0.007762,0.009243
0.020000,17.070193,15.464891,12.197798,0.343028,-0.990134,-0.007255,0.009285
